#nT = 49 nRho= 80
#logT [K],logRho [g/cc],logP [barye],logE [erg/g],logS [erg/g/K]
3.26000000,-8.00000000,2.81368861,11.24486458,9.03915721
3.26000000,-7.95000000,2.86350546,11.24264896,9.03722995
3.26000000,-7.90000000,2.91334385,11.24053778,9.03530509
3.26000000,-7.85000000,2.96319744,11.23853219,9.03338555
3.26000000,-7.80000000,3.01306064,11.23663234,9.03147447
3.26000000,-7.75000000,3.06294145,11.23482123,9.02957624
3.26000000,-7.70000000,3.11283567,11.23309616,9.02768498
3.26000000,-7.65000000,3.16273258,11.23146235,9.02579191
3.26000000,-7.60000000,3.21262119,11.22992426,9.02388837
3.26000000,-7.55000000,3.26249308,11.22847022,9.02197166
3.26000000,-7.50000000,3.31236169,11.22709129,9.02004882
3.26000000,-7.45000000,3.36224530,11.22578367,9.01812774
3.26000000,-7.40000000,3.41216223,11.22454303,9.01621628
3.26000000,-7.35000000,3.46212047,11.22335543,9.01431749
3.26000000,-7.30000000,3.51210329,11.22222375,9.01242444
3.26000000,-7.25000000,3.56209041,11.22115788,9.01052893
3.26000000,-7.20000000,3.61206205,11.22016637,9.00862241
3.26000000,-7.15000000,3.66201790,11.21923018,9.00669475
3.26000000,-7.10000000,3.71196865,11.21834731,9.00475924
3.26000000,-7.05000000,3.76192238,11.21752794,9.00283571
3.26000000,-7.00000000,3.81188694,11.21678215,9.00094379
3.26000000,-6.95000000,3.86186269,11.21610793,8.99908888
3.26000000,-6.90000000,3.91184518,11.21548516,8.99725494
3.26000000,-6.85000000,3.96183092,11.21489241,8.99542436
3.26000000,-6.80000000,4.01181667,11.21430840,8.99358033
3.26000000,-6.75000000,4.06180542,11.21372588,8.99172853
3.26000000,-6.70000000,4.11179627,11.21315991,8.98987278
3.26000000,-6.65000000,4.16178545,11.21262744,8.98800993
3.26000000,-6.60000000,4.21176907,11.21214457,8.98613685
3.26000000,-6.55000000,4.26174346,11.21170309,8.98425268
3.26000000,-6.50000000,4.31171382,11.21129225,8.98235964
3.26000000,-6.45000000,4.36168760,11.21090769,8.98046014
3.26000000,-6.40000000,4.41167214,11.21054503,8.97855657
3.26000000,-6.35000000,4.46166855,11.21020055,8.97665026
3.26000000,-6.30000000,4.51167208,11.20987505,8.97473877
3.26000000,-6.25000000,4.56167819,11.20957036,8.97281893
3.26000000,-6.20000000,4.61168262,11.20928796,8.97088749
3.26000000,-6.15000000,4.66168740,11.20902217,8.96894140
3.26000000,-6.10000000,4.71169301,11.20877251,8.96698480
3.26000000,-6.05000000,4.76169758,11.20854202,8.96502368
3.26000000,-6.00000000,4.81169927,11.20833357,8.96306405
3.26000000,-5.95000000,4.86169695,11.20814418,8.96110853
3.26000000,-5.90000000,4.91169256,11.20796966,8.95915171
3.26000000,-5.85000000,4.96168861,11.20780715,8.95718707
3.26000000,-5.80000000,5.01168760,11.20765379,8.95520821
3.26000000,-5.75000000,5.06169032,11.20750723,8.95321493
3.26000000,-5.70000000,5.11169479,11.20736885,8.95121051
3.26000000,-5.65000000,5.16169880,11.20724084,8.94919736
3.26000000,-5.60000000,5.21170011,11.20712530,8.94717782
3.26000000,-5.55000000,5.26169766,11.20702099,8.94515236
3.26000000,-5.50000000,5.31169352,11.20692497,8.94311925
3.26000000,-5.45000000,5.36169031,11.20683486,8.94107675
3.26000000,-5.40000000,5.41169058,11.20674818,8.93902309
3.26000000,-5.35000000,5.46169511,11.20666209,8.93695687
3.26000000,-5.30000000,5.51170191,11.20657952,8.93488003
3.26000000,-5.25000000,5.56170876,11.20650505,8.93279530
3.26000000,-5.20000000,5.61171356,11.20644315,8.93070546
3.26000000,-5.15000000,5.66171679,11.20639311,8.92861299
3.26000000,-5.10000000,5.71171914,11.20634953,8.92651422
3.26000000,-5.05000000,5.76172056,11.20630723,8.92440396
3.26000000,-5.00000000,5.81172103,11.20626100,8.92227706
3.26000000,-4.95000000,5.86172040,11.20620737,8.92013145
3.26000000,-4.90000000,5.91171881,11.20615197,8.91797126
3.26000000,-4.85000000,5.96171650,11.20610234,8.91580136
3.26000000,-4.80000000,6.01171361,11.20606570,8.91362653
3.26000000,-4.75000000,6.06170826,11.20603929,8.91144772
3.26000000,-4.70000000,6.11170200,11.20601744,8.90926153
3.26000000,-4.65000000,6.16169787,11.20599670,8.90706449
3.26000000,-4.60000000,6.21169882,11.20597355,8.90485320
3.26000000,-4.55000000,6.26170490,11.20594541,8.90262731
3.26000000,-4.50000000,6.31171454,11.20591631,8.90038862
3.26000000,-4.45000000,6.36172660,11.20589171,8.89813863
3.26000000,-4.40000000,6.41174006,11.20587683,8.89587881
3.26000000,-4.35000000,6.46175614,11.20586866,8.89360982
3.26000000,-4.30000000,6.51177432,11.20586274,8.89133014
3.26000000,-4.25000000,6.56179295,11.20585659,8.88903792
3.26000000,-4.20000000,6.61181037,11.20584750,8.88673131
3.26000000,-4.15000000,6.66182556,11.20583034,8.88440910
3.26000000,-4.10000000,6.71184028,11.20580966,8.88207302
3.26000000,-4.05000000,6.76185680,11.20579330,8.87972539
3.31000000,-8.00000000,2.87697945,11.38657199,9.05347473
3.31000000,-7.95000000,2.92616851,11.38070699,9.05110465
3.31000000,-7.90000000,2.97539801,11.37508970,9.04876164
3.31000000,-7.85000000,3.02466662,11.36972078,9.04644398
3.31000000,-7.80000000,3.07398177,11.36456224,9.04415584
3.31000000,-7.75000000,3.12333515,11.35961458,9.04189179
3.31000000,-7.70000000,3.17271585,11.35488589,9.03964469
3.31000000,-7.65000000,3.22211390,11.35037878,9.03740801
3.31000000,-7.60000000,3.27153171,11.34606024,9.03518282
3.31000000,-7.55000000,3.32097503,11.34192606,9.03297278
3.31000000,-7.50000000,3.37044882,11.33797996,9.03078114
3.31000000,-7.45000000,3.41995849,11.33422174,9.02861188
3.31000000,-7.40000000,3.46950767,11.33062060,9.02646959
3.31000000,-7.35000000,3.51908801,11.32717710,9.02434499
3.31000000,-7.30000000,3.56868932,11.32390080,9.02222636
3.31000000,-7.25000000,3.61830210,11.32079400,9.02010104
3.31000000,-7.20000000,3.66792791,11.31780150,9.01795908
3.31000000,-7.15000000,3.71757185,11.31494927,9.01582030
3.31000000,-7.10000000,3.76723800,11.31228693,9.01370962
3.31000000,-7.05000000,3.81693098,11.30986237,9.01165150
3.31000000,-7.00000000,3.86665653,11.30766466,9.00964926
3.31000000,-6.95000000,3.91640560,11.30561963,9.00768004
3.31000000,-6.90000000,3.96616596,11.30365070,9.00571933
3.31000000,-6.85000000,4.01592614,11.30168418,9.00374441
3.31000000,-6.80000000,4.06568883,11.29971824,9.00176306
3.31000000,-6.75000000,4.11545858,11.29779696,8.99978186
3.31000000,-6.70000000,4.16523763,11.29596021,8.99780127
3.31000000,-6.65000000,4.21502790,11.29424475,8.99582173
3.31000000,-6.60000000,4.26482749,11.29262910,8.99384357
3.31000000,-6.55000000,4.31463707,11.29109367,8.99186616
3.31000000,-6.50000000,4.36445874,11.28963162,8.98988864
3.31000000,-6.45000000,4.41429465,11.28823557,8.98791040
3.31000000,-6.40000000,4.46414633,11.28689362,8.98593361
3.31000000,-6.35000000,4.51401107,11.28560997,8.98395654
3.31000000,-6.30000000,4.56388530,11.28439355,8.98197586
3.31000000,-6.25000000,4.61376586,11.28325224,8.97998832
3.31000000,-6.20000000,4.66365630,11.28217389,8.97799310
3.31000000,-6.15000000,4.71355512,11.28115199,8.97599278
3.31000000,-6.10000000,4.76345797,11.28018617,8.97399015
3.31000000,-6.05000000,4.81336059,11.27927577,8.97198801
3.31000000,-6.00000000,4.86326215,11.27841468,8.96998763
3.31000000,-5.95000000,4.91316579,11.27759851,8.96798624
3.31000000,-5.90000000,4.96307480,11.27682463,8.96598049
3.31000000,-5.85000000,5.01299244,11.27609031,8.96396700
3.31000000,-5.80000000,5.06292016,11.27539097,8.96194412
3.31000000,-5.75000000,5.11285484,11.27472522,8.95991513
3.31000000,-5.70000000,5.16279274,11.27409298,8.95788415
3.31000000,-5.65000000,5.21273014,11.27349399,8.95585545
3.31000000,-5.60000000,5.26266602,11.27292459,8.95383330
3.31000000,-5.55000000,5.31260331,11.27238254,8.95181152
3.31000000,-5.50000000,5.36254524,11.27186685,8.94978129
3.31000000,-5.45000000,5.41249502,11.27137613,8.94773399
3.31000000,-5.40000000,5.46245417,11.27090256,8.94566904
3.31000000,-5.35000000,5.51241960,11.27044967,8.94359133
3.31000000,-5.30000000,5.56238755,11.27002564,8.94150499
3.31000000,-5.25000000,5.61235443,11.26963836,8.93941408
3.31000000,-5.20000000,5.66232129,11.26928567,8.93731937
3.31000000,-5.15000000,5.71228911,11.26895779,8.93521792
3.31000000,-5.10000000,5.76225760,11.26864574,8.93310677
3.31000000,-5.05000000,5.81222645,11.26834073,8.93098284
3.31000000,-5.00000000,5.86219550,11.26804115,8.92884269
3.31000000,-4.95000000,5.91216505,11.26775160,8.92669078
3.31000000,-4.90000000,5.96213550,11.26747628,8.92453367
3.31000000,-4.85000000,6.01210713,11.26721898,8.92237809
3.31000000,-4.80000000,6.06207820,11.26697410,8.92022919
3.31000000,-4.75000000,6.11205008,11.26674160,8.91807885
3.31000000,-4.70000000,6.16202556,11.26652555,8.91591594
3.31000000,-4.65000000,6.21200737,11.26632983,8.91372930
3.31000000,-4.60000000,6.26199636,11.26615232,8.91151355
3.31000000,-4.55000000,6.31199035,11.26598829,8.90927873
3.31000000,-4.50000000,6.36198691,11.26583405,8.90703726
3.31000000,-4.45000000,6.41198375,11.26568614,8.90480156
3.31000000,-4.40000000,6.46198248,11.26554619,8.90257640
3.31000000,-4.35000000,6.51198289,11.26541325,8.90035108
3.31000000,-4.30000000,6.56198324,11.26528421,8.89811301
3.31000000,-4.25000000,6.61198165,11.26515570,8.89584980
3.31000000,-4.20000000,6.66197523,11.26502185,8.89355873
3.31000000,-4.15000000,6.71196749,11.26488938,8.89124815
3.31000000,-4.10000000,6.76196387,11.26476901,8.88892650
3.31000000,-4.05000000,6.81196957,11.26467105,8.88660204
3.36000000,-8.00000000,2.96907237,11.66440522,9.09202317
3.36000000,-7.95000000,3.01608233,11.65177294,9.08805529
3.36000000,-7.90000000,3.06321176,11.63937554,9.08416656
3.36000000,-7.85000000,3.11045993,11.62721811,9.08035730
3.36000000,-7.80000000,3.15782403,11.61533794,9.07663090
3.36000000,-7.75000000,3.20530130,11.60377178,9.07299075
3.36000000,-7.70000000,3.25289886,11.59247880,9.06943409
3.36000000,-7.65000000,3.30061434,11.58144332,9.06595471
3.36000000,-7.60000000,3.34843636,11.57070095,9.06254837
3.36000000,-7.55000000,3.39635332,11.56028727,9.05921069
3.36000000,-7.50000000,3.44436511,11.55018324,9.05593913
3.36000000,-7.45000000,3.49247863,11.54034780,9.05273250
3.36000000,-7.40000000,3.54068716,11.53081021,9.04958752
3.36000000,-7.35000000,3.58898379,11.52160013,9.04650083
3.36000000,-7.30000000,3.63736219,11.51267637,9.04345945
3.36000000,-7.25000000,3.68582480,11.50396140,9.04045527
3.36000000,-7.20000000,3.73437994,11.49558060,9.03751649
3.36000000,-7.15000000,3.78303615,11.48766745,9.03467275
3.36000000,-7.10000000,3.83181224,11.48033370,9.03195247
3.36000000,-7.05000000,3.88072359,11.47349557,9.02934558
3.36000000,-7.00000000,3.92972086,11.46697739,9.02680622
3.36000000,-6.95000000,3.97874972,11.46060140,9.02428668
3.36000000,-6.90000000,4.02776549,11.45421311,9.02174886
3.36000000,-6.85000000,4.07678991,11.44785934,9.01921443
3.36000000,-6.80000000,4.12584582,11.44164592,9.01669790
3.36000000,-6.75000000,4.17495267,11.43567361,9.01420987
3.36000000,-6.70000000,4.22412842,11.43001887,9.01175955
3.36000000,-6.65000000,4.27337020,11.42459468,9.00934254
3.36000000,-6.60000000,4.32266414,11.41938864,9.00695329
3.36000000,-6.55000000,4.37199664,11.41441105,9.00458718
3.36000000,-6.50000000,4.42135602,11.40966603,9.00224074
3.36000000,-6.45000000,4.47074930,11.40511591,8.99991848
3.36000000,-6.40000000,4.52017804,11.40075908,8.99761671
3.36000000,-6.35000000,4.56964093,11.39660406,8.99532956
3.36000000,-6.30000000,4.61913740,11.39265497,8.99305204
3.36000000,-6.25000000,4.66867200,11.38887723,8.99078814
3.36000000,-6.20000000,4.71824012,11.38526855,8.98853669
3.36000000,-6.15000000,4.76783484,11.38183760,8.98629435
3.36000000,-6.10000000,4.81745018,11.37859010,8.98405795
3.36000000,-6.05000000,4.86709160,11.37549843,8.98182762
3.36000000,-6.00000000,4.91675746,11.37255389,8.97960522
3.36000000,-5.95000000,4.96644281,11.36975692,8.97739239
3.36000000,-5.90000000,5.01614314,11.36710609,8.97519070
3.36000000,-5.85000000,5.06586052,11.36457884,8.97299982
3.36000000,-5.80000000,5.11559576,11.36217192,8.97081874
3.36000000,-5.75000000,5.16534816,11.35989014,8.96864667
3.36000000,-5.70000000,5.21511735,11.35773683,8.96648332
3.36000000,-5.65000000,5.26490657,11.35569308,8.96433365
3.36000000,-5.60000000,5.31471288,11.35375168,8.96219273
3.36000000,-5.55000000,5.36453124,11.35191257,8.96005235
3.36000000,-5.50000000,5.41435692,11.35017477,8.95790483
3.36000000,-5.45000000,5.46419176,11.34852297,8.95575345
3.36000000,-5.40000000,5.51403678,11.34695359,8.95359956
3.36000000,-5.35000000,5.56389134,11.34546893,8.95144163
3.36000000,-5.30000000,5.61375495,11.34407022,8.94927795
3.36000000,-5.25000000,5.66362962,11.34274105,8.94710563
3.36000000,-5.20000000,5.71351375,11.34148005,8.94492830
3.36000000,-5.15000000,5.76340430,11.34029359,8.94275139
3.36000000,-5.10000000,5.81329821,11.33918752,8.94058040
3.36000000,-5.05000000,5.86319399,11.33815326,8.93841812
3.36000000,-5.00000000,5.91309471,11.33717958,8.93625887
3.36000000,-4.95000000,5.96300417,11.33625821,8.93409555
3.36000000,-4.90000000,6.01292634,11.33538043,8.93192141
3.36000000,-4.85000000,6.06286550,11.33453416,8.92973812
3.36000000,-4.80000000,6.11281559,11.33372683,8.92754778
3.36000000,-4.75000000,6.16276795,11.33297161,8.92535043
3.36000000,-4.70000000,6.21271400,11.33228096,8.92314607
3.36000000,-4.65000000,6.26265193,11.33164800,8.92093442
3.36000000,-4.60000000,6.31258803,11.33105870,8.91871564
3.36000000,-4.55000000,6.36252881,11.33050244,8.91649006
3.36000000,-4.50000000,6.41248069,11.32996873,8.91425810
3.36000000,-4.45000000,6.46244476,11.32945390,8.91202145
3.36000000,-4.40000000,6.51241660,11.32896224,8.90977831
3.36000000,-4.35000000,6.56239184,11.32849818,8.90752565
3.36000000,-4.30000000,6.61236618,11.32806560,8.90526035
3.36000000,-4.25000000,6.66233900,11.32765667,8.90297990
3.36000000,-4.20000000,6.71231315,11.32727042,8.90068801
3.36000000,-4.15000000,6.76229133,11.32691088,8.89838979
3.36000000,-4.10000000,6.81227607,11.32658184,8.89609043
3.36000000,-4.05000000,6.86226512,11.32628012,8.89379322
3.41000000,-8.00000000,3.09261690,11.94543879,9.14976598
3.41000000,-7.95000000,3.13881427,11.93343588,9.14511060
3.41000000,-7.90000000,3.18503542,11.92133300,9.14046979
3.41000000,-7.85000000,3.23128366,11.90913666,9.13584868
3.41000000,-7.80000000,3.27755375,11.89680597,9.13123977
3.41000000,-7.75000000,3.32384723,11.88437869,9.12664463
3.41000000,-7.70000000,3.37016630,11.87189848,9.12206569
3.41000000,-7.65000000,3.41651147,11.85940058,9.11750388
3.41000000,-7.60000000,3.46287003,11.84683336,9.11294793
3.41000000,-7.55000000,3.50925307,11.83421843,9.10840706
3.41000000,-7.50000000,3.55567832,11.82160538,9.10389637
3.41000000,-7.45000000,3.60216356,11.80904370,9.09943096
3.41000000,-7.40000000,3.64869577,11.79648338,9.09498235
3.41000000,-7.35000000,3.69527042,11.78391756,9.09055177
3.41000000,-7.30000000,3.74191038,11.77143466,9.08618705
3.41000000,-7.25000000,3.78863877,11.75912363,9.08193639
3.41000000,-7.20000000,3.83547392,11.74703271,9.07783358
3.41000000,-7.15000000,3.88240564,11.73510102,9.07384875
3.41000000,-7.10000000,3.92941520,11.72331444,9.06994599
3.41000000,-7.05000000,3.97648373,11.71166185,9.06608972
3.41000000,-7.00000000,4.02359159,11.70012224,9.06224819
3.41000000,-6.95000000,4.07073360,11.68865773,9.05842981
3.41000000,-6.90000000,4.11793521,11.67732731,9.05465413
3.41000000,-6.85000000,4.16522464,11.66620354,9.05093907
3.41000000,-6.80000000,4.21262950,11.65535296,9.04730156
3.41000000,-6.75000000,4.26014794,11.64470792,9.04373053
3.41000000,-6.70000000,4.30776506,11.63426864,9.04022026
3.41000000,-6.65000000,4.35547008,11.62408588,9.03677343
3.41000000,-6.60000000,4.40325213,11.61421014,9.03339266
3.41000000,-6.55000000,4.45110907,11.60460994,9.03007605
3.41000000,-6.50000000,4.49904692,11.59525494,9.02681933
3.41000000,-6.45000000,4.54706906,11.58617107,9.02362036
3.41000000,-6.40000000,4.59517891,11.57738447,9.02047696
3.41000000,-6.35000000,4.64338094,11.56887739,9.01739061
3.41000000,-6.30000000,4.69167342,11.56061255,9.01436018
3.41000000,-6.25000000,4.74004873,11.55261680,9.01137640
3.41000000,-6.20000000,4.78849906,11.54491751,9.00842980
3.41000000,-6.15000000,4.83702367,11.53751287,9.00551256
3.41000000,-6.10000000,4.88563005,11.53035501,9.00262740
3.41000000,-6.05000000,4.93430855,11.52345479,8.99978089
3.41000000,-6.00000000,4.98304868,11.51682559,8.99697959
3.41000000,-5.95000000,5.03184452,11.51046391,8.99422928
3.41000000,-5.90000000,5.08070423,11.50432692,8.99152681
3.41000000,-5.85000000,5.12962449,11.49842530,8.98886343
3.41000000,-5.80000000,5.17860078,11.49277450,8.98623025
3.41000000,-5.75000000,5.22763163,11.48737911,8.98362116
3.41000000,-5.70000000,5.27672460,11.48219886,8.98104215
3.41000000,-5.65000000,5.32587110,11.47723126,8.97848995
3.41000000,-5.60000000,5.37506040,11.47247980,8.97595964
3.41000000,-5.55000000,5.42428423,11.46794238,8.97344809
3.41000000,-5.50000000,5.47355003,11.46358900,8.97096063
3.41000000,-5.45000000,5.52285648,11.45941761,8.96849237
3.41000000,-5.40000000,5.57219985,11.45543190,8.96603639
3.41000000,-5.35000000,5.62157759,11.45163017,8.96358593
3.41000000,-5.30000000,5.67099440,11.44797879,8.96114022
3.41000000,-5.25000000,5.72044689,11.44448434,8.95870556
3.41000000,-5.20000000,5.76992962,11.44116280,8.95628865
3.41000000,-5.15000000,5.81943786,11.43802680,8.95389666
3.41000000,-5.10000000,5.86897446,11.43505164,8.95153407
3.41000000,-5.05000000,5.91853984,11.43221995,8.94918944
3.41000000,-5.00000000,5.96813295,11.42952068,8.94684896
3.41000000,-4.95000000,6.01775373,11.42694122,8.94449986
3.41000000,-4.90000000,6.06740924,11.42446100,8.94214573
3.41000000,-4.85000000,6.11709202,11.42208838,8.93979162
3.41000000,-4.80000000,6.16679065,11.41983841,8.93744021
3.41000000,-4.75000000,6.21649421,11.41772393,8.93509420
3.41000000,-4.70000000,6.26620314,11.41572565,8.93275446
3.41000000,-4.65000000,6.31592412,11.41382978,8.93041821
3.41000000,-4.60000000,6.36566304,11.41202954,8.92808226
3.41000000,-4.55000000,6.41542584,11.41031764,8.92574360
3.41000000,-4.50000000,6.46521475,11.40868212,8.92340334
3.41000000,-4.45000000,6.51502392,11.40712291,8.92106221
3.41000000,-4.40000000,6.56484642,11.40564344,8.91872002
3.41000000,-4.35000000,6.61467578,11.40424597,8.91637656
3.41000000,-4.30000000,6.66451417,11.40291562,8.91403137
3.41000000,-4.25000000,6.71436335,11.40165059,8.91168501
3.41000000,-4.20000000,6.76422313,11.40045580,8.90933829
3.41000000,-4.15000000,6.81409324,11.39933531,8.90699236
3.41000000,-4.10000000,6.86397277,11.39827775,8.90465125
3.41000000,-4.05000000,6.91386273,11.39727735,8.90231044
3.46000000,-8.00000000,3.23438029,12.18421551,9.21486495
3.46000000,-7.95000000,3.28082586,12.17693072,9.21059688
3.46000000,-7.90000000,3.32709767,12.16919653,9.20620006
3.46000000,-7.85000000,3.37321245,12.16108277,9.20169497
3.46000000,-7.80000000,3.41918026,12.15263033,9.19709446
3.46000000,-7.75000000,3.46497207,12.14368281,9.19236091
3.46000000,-7.70000000,3.51061118,12.13427467,9.18750883
3.46000000,-7.65000000,3.55613278,12.12449153,9.18256619
3.46000000,-7.60000000,3.60157095,12.11441638,9.17756009
3.46000000,-7.55000000,3.64691139,12.10401619,9.17245198
3.46000000,-7.50000000,3.69214154,12.09322245,9.16723506
3.46000000,-7.45000000,3.73728832,12.08204377,9.16196935
3.46000000,-7.40000000,3.78237802,12.07048782,9.15671386
3.46000000,-7.35000000,3.82741287,12.05848088,9.15150623
3.46000000,-7.30000000,3.87234247,12.04582908,9.14630140
3.46000000,-7.25000000,3.91722243,12.03277415,9.14110282
3.46000000,-7.20000000,3.96211812,12.01959359,9.13592130
3.46000000,-7.15000000,4.00709307,12.00655920,9.13076729
3.46000000,-7.10000000,4.05211771,11.99363555,9.12562967
3.46000000,-7.05000000,4.09717337,11.98069445,9.12050844
3.46000000,-7.00000000,4.14228487,11.96770942,9.11541654
