#nT = 49 nRho= 80
#logT [K],logRho [g/cc],logP [barye],logE [erg/g],logS [erg/g/K]
1.31000000,-5.80000000,3.06465030,9.04492832,8.67566285
1.31000000,-5.75000000,3.11465002,9.04492832,8.67185444
1.31000000,-5.70000000,3.16464982,9.04492832,8.66801460
1.31000000,-5.65000000,3.21464984,9.04492832,8.66414669
1.31000000,-5.60000000,3.26465012,9.04492832,8.66025245
1.31000000,-5.55000000,3.31465055,9.04492832,8.65632725
1.31000000,-5.50000000,3.36465095,9.04492832,8.65236541
1.31000000,-5.45000000,3.41465118,9.04492832,8.64836156
1.31000000,-5.40000000,3.46465126,9.04492832,8.64431635
1.31000000,-5.35000000,3.51465125,9.04492832,8.64023085
1.31000000,-5.30000000,3.56465119,9.04492832,8.63610484
1.31000000,-5.25000000,3.61465133,9.04492832,8.63193898
1.31000000,-5.20000000,3.66465406,9.04492832,8.62774247
1.31000000,-5.15000000,3.71465693,9.04492832,8.62350443
1.31000000,-5.10000000,3.76465587,9.04492832,8.61920757
1.31000000,-5.05000000,3.81464645,9.04492982,8.61483370
1.31000000,-5.00000000,3.86462250,9.04495250,8.61036465
1.31000000,-4.95000000,3.91459263,9.04498850,8.60582484
1.31000000,-4.90000000,3.96456915,9.04501974,8.60124830
1.31000000,-4.85000000,4.01456323,9.04502969,8.59666788
1.31000000,-4.80000000,4.06456651,9.04503141,8.59208395
1.31000000,-4.75000000,4.11458049,9.04503264,8.58747627
1.31000000,-4.70000000,4.16461325,9.04503333,8.58282708
1.31000000,-4.65000000,4.21466761,9.04503287,8.57812016
1.31000000,-4.60000000,4.26468756,9.04502244,8.57336572
1.31000000,-4.55000000,4.31472573,9.04500109,8.56856161
1.31000000,-4.50000000,4.36487278,9.04497140,8.56369672
1.31000000,-4.45000000,4.41519735,9.04493440,8.55876116
1.31000000,-4.40000000,4.46548376,9.04486799,8.55376868
1.31000000,-4.35000000,4.51590601,9.04476371,8.54870855
1.31000000,-4.30000000,4.56679442,9.04462019,8.54355754
1.31000000,-4.25000000,4.61841882,9.04442255,8.53829568
1.31000000,-4.20000000,4.67023523,9.04403469,8.53296320
1.31000000,-4.15000000,4.72271278,9.04343593,8.52751976
1.31000000,-4.10000000,4.77675762,9.04263691,8.52188739
1.31000000,-4.05000000,4.83309989,9.04153397,8.51601142
1.36000000,-8.00000000,0.91464899,9.10013043,8.82127392
1.36000000,-7.95000000,0.96465024,9.10013043,8.81854875
1.36000000,-7.90000000,1.01464975,9.10013043,8.81581255
1.36000000,-7.85000000,1.06464654,9.10013043,8.81306571
1.36000000,-7.80000000,1.11464207,9.10013043,8.81030546
1.36000000,-7.75000000,1.16463843,9.10013043,8.80752902
1.36000000,-7.70000000,1.21463763,9.10013043,8.80473398
1.36000000,-7.65000000,1.26464014,9.10013043,8.80192354
1.36000000,-7.60000000,1.31464431,9.10013043,8.79909559
1.36000000,-7.55000000,1.36464835,9.10013043,8.79624562
1.36000000,-7.50000000,1.41465058,9.10013043,8.79336904
1.36000000,-7.45000000,1.46465131,9.10013043,8.79046289
1.36000000,-7.40000000,1.51465124,9.10013043,8.78753195
1.36000000,-7.35000000,1.56465068,9.10013043,8.78458243
1.36000000,-7.30000000,1.61464990,9.10013043,8.78162027
1.36000000,-7.25000000,1.66464848,9.10013043,8.77864531
1.36000000,-7.20000000,1.71464667,9.10013043,8.77565384
1.36000000,-7.15000000,1.76464501,9.10013043,8.77264266
1.36000000,-7.10000000,1.81464408,9.10013043,8.76960898
1.36000000,-7.05000000,1.86464405,9.10013043,8.76655563
1.36000000,-7.00000000,1.91464441,9.10013043,8.76348096
1.36000000,-6.95000000,1.96464458,9.10013043,8.76038104
1.36000000,-6.90000000,2.01464392,9.10013043,8.75725188
1.36000000,-6.85000000,2.06464187,9.10013043,8.75409063
1.36000000,-6.80000000,2.11463935,9.10013043,8.75090152
1.36000000,-6.75000000,2.16463758,9.10013043,8.74769008
1.36000000,-6.70000000,2.21463781,9.10013043,8.74446166
1.36000000,-6.65000000,2.26464058,9.10013043,8.74121589
1.36000000,-6.60000000,2.31464462,9.10013043,8.73794946
1.36000000,-6.55000000,2.36464843,9.10013043,8.73465963
1.36000000,-6.50000000,2.41465058,9.10013043,8.73134397
1.36000000,-6.45000000,2.46465131,9.10013043,8.72800447
1.36000000,-6.40000000,2.51465124,9.10013043,8.72463993
1.36000000,-6.35000000,2.56465068,9.10013043,8.72124744
1.36000000,-6.30000000,2.61464990,9.10013043,8.71782399
1.36000000,-6.25000000,2.66464848,9.10013043,8.71436708
1.36000000,-6.20000000,2.71464667,9.10013043,8.71087992
1.36000000,-6.15000000,2.76464501,9.10013043,8.70736693
1.36000000,-6.10000000,2.81464408,9.10013043,8.70383260
1.36000000,-6.05000000,2.86464405,9.10013043,8.70027959
1.36000000,-6.00000000,2.91464441,9.10013043,8.69670199
1.36000000,-5.95000000,2.96464458,9.10013043,8.69309239
1.36000000,-5.90000000,3.01464392,9.10013043,8.68944345
1.36000000,-5.85000000,3.06464187,9.10013043,8.68575290
1.36000000,-5.80000000,3.11463935,9.10013043,8.68202597
1.36000000,-5.75000000,3.16463758,9.10013043,8.67826845
1.36000000,-5.70000000,3.21463781,9.10013043,8.67448603
1.36000000,-5.65000000,3.26464058,9.10013043,8.67067969
1.36000000,-5.60000000,3.31464462,9.10013043,8.66684427
1.36000000,-5.55000000,3.36464843,9.10013043,8.66297428
1.36000000,-5.50000000,3.41465058,9.10013043,8.65906459
1.36000000,-5.45000000,3.46465131,9.10013043,8.65511659
1.36000000,-5.40000000,3.51465124,9.10013043,8.65113061
1.36000000,-5.35000000,3.56465068,9.10013043,8.64710527
1.36000000,-5.30000000,3.61465010,9.10013043,8.64303998
1.36000000,-5.25000000,3.66465133,9.10013043,8.63894236
1.36000000,-5.20000000,3.71465233,9.10013043,8.63480382
1.36000000,-5.15000000,3.76464985,9.10013043,8.63061027
1.36000000,-5.10000000,3.81464041,9.10013080,8.62634673
1.36000000,-5.05000000,3.86461971,9.10013645,8.62199642
1.36000000,-5.00000000,3.91459398,9.10014548,8.61758103
1.36000000,-4.95000000,3.96457201,9.10015346,8.61313126
1.36000000,-4.90000000,4.01456179,9.10015633,8.60867688
1.36000000,-4.85000000,4.06455788,9.10015716,8.60421908
1.36000000,-4.80000000,4.11456082,9.10015777,8.59973869
1.36000000,-4.75000000,4.16457551,9.10015812,8.59521822
1.36000000,-4.70000000,4.21460371,9.10015812,8.59064141
1.36000000,-4.65000000,4.26461208,9.10015668,8.58601505
1.36000000,-4.60000000,4.31463181,9.10015352,8.58134035
1.36000000,-4.55000000,4.36471675,9.10014877,8.57661199
1.36000000,-4.50000000,4.41490615,9.10014105,8.57182547
1.36000000,-4.45000000,4.46505525,9.10010768,8.56699029
1.36000000,-4.40000000,4.51528288,9.10004486,8.56209749
1.36000000,-4.35000000,4.56581085,9.09995726,8.55712983
1.36000000,-4.30000000,4.61681632,9.09984258,8.55207223
1.36000000,-4.25000000,4.66788172,9.09961867,8.54695225
1.36000000,-4.20000000,4.71935113,9.09926761,8.54174520
1.36000000,-4.15000000,4.77188871,9.09879441,8.53640124
1.36000000,-4.10000000,4.82604879,9.09814885,8.53088217
1.36000000,-4.05000000,4.88112671,9.09702413,8.52526070
1.41000000,-8.00000000,0.96462914,9.15948766,8.82615756
1.41000000,-7.95000000,1.01462140,9.15948766,8.82347358
1.41000000,-7.90000000,1.06461533,9.15948766,8.82077819
1.41000000,-7.85000000,1.11461020,9.15948766,8.81806886
1.41000000,-7.80000000,1.16460689,9.15948766,8.81534214
1.41000000,-7.75000000,1.21460633,9.15948766,8.81259486
1.41000000,-7.70000000,1.26460969,9.15948766,8.80982840
1.41000000,-7.65000000,1.31461528,9.15948766,8.80704280
1.41000000,-7.60000000,1.36462074,9.15948766,8.80423678
1.41000000,-7.55000000,1.41462371,9.15948766,8.80140899
1.41000000,-7.50000000,1.46462356,9.15948766,8.79855757
1.41000000,-7.45000000,1.51462229,9.15948766,8.79568452
1.41000000,-7.40000000,1.56462213,9.15948766,8.79279278
1.41000000,-7.35000000,1.61462536,9.15948766,8.78988508
1.41000000,-7.30000000,1.66463310,9.15948766,8.78695989
1.41000000,-7.25000000,1.71464291,9.15948766,8.78401667
1.41000000,-7.20000000,1.76465183,9.15948766,8.78105602
1.41000000,-7.15000000,1.81465711,9.15948766,8.77807885
1.41000000,-7.10000000,1.86466012,9.15948766,8.77508842
1.41000000,-7.05000000,1.91466115,9.15948766,8.77208064
1.41000000,-7.00000000,1.96465938,9.15948766,8.76904927
1.41000000,-6.95000000,2.01465373,9.15948766,8.76598818
1.41000000,-6.90000000,2.06464119,9.15948766,8.76289612
1.41000000,-6.85000000,2.11462531,9.15948766,8.75977706
1.41000000,-6.80000000,2.16461156,9.15948766,8.75663510
1.41000000,-6.75000000,2.21460530,9.15948766,8.75347404
1.41000000,-6.70000000,2.26460726,9.15948766,8.75029249
1.41000000,-6.65000000,2.31461357,9.15948766,8.74708898
1.41000000,-6.60000000,2.36462032,9.15948766,8.74386317
1.41000000,-6.55000000,2.41462371,9.15948766,8.74061487
1.41000000,-6.50000000,2.46462356,9.15948766,8.73734516
1.41000000,-6.45000000,2.51462229,9.15948766,8.73405249
1.41000000,-6.40000000,2.56462213,9.15948766,8.73073446
1.41000000,-6.35000000,2.61462536,9.15948766,8.72738870
1.41000000,-6.30000000,2.66463310,9.15948766,8.72401455
1.41000000,-6.25000000,2.71464291,9.15948766,8.72061322
1.41000000,-6.20000000,2.76465183,9.15948766,8.71718601
1.41000000,-6.15000000,2.81465711,9.15948766,8.71373426
1.41000000,-6.10000000,2.86466012,9.15948766,8.71025918
1.41000000,-6.05000000,2.91466115,9.15948766,8.70675807
1.41000000,-6.00000000,2.96465938,9.15948766,8.70322737
1.41000000,-5.95000000,3.01465373,9.15948766,8.69966365
1.41000000,-5.90000000,3.06464119,9.15948766,8.69606662
1.41000000,-5.85000000,3.11462531,9.15948766,8.69243753
1.41000000,-5.80000000,3.16461156,9.15948766,8.68877733
1.41000000,-5.75000000,3.21460530,9.15948766,8.68508687
1.41000000,-5.70000000,3.26460726,9.15948766,8.68136561
1.41000000,-5.65000000,3.31461357,9.15948766,8.67761255
1.41000000,-5.60000000,3.36462032,9.15948766,8.67382689
1.41000000,-5.55000000,3.41462371,9.15948766,8.67000804
1.41000000,-5.50000000,3.46462356,9.15948766,8.66615737
1.41000000,-5.45000000,3.51462229,9.15948766,8.66227278
1.41000000,-5.40000000,3.56462213,9.15948766,8.65835098
1.41000000,-5.35000000,3.61462559,9.15948766,8.65438930
1.41000000,-5.30000000,3.66463635,9.15948766,8.65039315
1.41000000,-5.25000000,3.71464937,9.15948766,8.64635737
1.41000000,-5.20000000,3.76465735,9.15948766,8.64227267
1.41000000,-5.15000000,3.81465290,9.15948753,8.63812897
1.41000000,-5.10000000,3.86463201,9.15948564,8.63391286
1.41000000,-5.05000000,3.91460294,9.15948266,8.62964064
1.41000000,-5.00000000,3.96457602,9.15948013,8.62533605
1.41000000,-4.95000000,4.01456083,9.15947945,8.62102224
1.41000000,-4.90000000,4.06455309,9.15947945,8.61670207
1.41000000,-4.85000000,4.11455128,9.15947945,8.61235861
1.41000000,-4.80000000,4.16455758,9.15947945,8.60797494
1.41000000,-4.75000000,4.21457255,9.15947929,8.60353508
1.41000000,-4.70000000,4.26457847,9.15947653,8.59904311
1.41000000,-4.65000000,4.31459212,9.15947088,8.59450261
1.41000000,-4.60000000,4.36464225,9.15946305,8.58991251
1.41000000,-4.55000000,4.41474829,9.15945341,8.58527220
1.41000000,-4.50000000,4.46481622,9.15943683,8.58058755
1.41000000,-4.45000000,4.51492608,9.15941061,8.57585123
1.41000000,-4.40000000,4.56522354,9.15937372,8.57105092
1.41000000,-4.35000000,4.61582237,9.15932120,8.56617569
1.41000000,-4.30000000,4.66641610,9.15919978,8.56124306
1.41000000,-4.25000000,4.71725182,9.15899923,8.55623843
1.41000000,-4.20000000,4.76880427,9.15872606,8.55113115
1.41000000,-4.15000000,4.82147025,9.15836044,8.54589709
1.41000000,-4.10000000,4.87462520,9.15769980,8.54059406
1.41000000,-4.05000000,4.92885217,9.15671928,8.53515268
1.46000000,-8.00000000,1.01457646,9.22376128,8.83152673
1.46000000,-7.95000000,1.06456852,9.22376128,8.82887617
1.46000000,-7.90000000,1.11456490,9.22376128,8.82620751
1.46000000,-7.85000000,1.16456392,9.22376128,8.82352119
1.46000000,-7.80000000,1.21456409,9.22376128,8.82081762
1.46000000,-7.75000000,1.26456724,9.22376128,8.81809655
1.46000000,-7.70000000,1.31457247,9.22376128,8.81535753
1.46000000,-7.65000000,1.36457755,9.22376128,8.81260023
1.46000000,-7.60000000,1.41458012,9.22376128,8.80982426
1.46000000,-7.55000000,1.46457804,9.22376128,8.80702882
1.46000000,-7.50000000,1.51457477,9.22376128,8.80421443
1.46000000,-7.45000000,1.56457499,9.22376128,8.80138200
1.46000000,-7.40000000,1.61458353,9.22376128,8.79853235
1.46000000,-7.35000000,1.66460373,9.22376128,8.79566441
1.46000000,-7.30000000,1.71462951,9.22376128,8.79277830
1.46000000,-7.25000000,1.76465298,9.22376128,8.78987479
1.46000000,-7.20000000,1.81466678,9.22376128,8.78695465
1.46000000,-7.15000000,1.86467365,9.22376128,8.78401760
1.46000000,-7.10000000,1.91467528,9.22376128,8.78106307
1.46000000,-7.05000000,1.96467095,9.22376128,8.77809061
1.46000000,-7.00000000,2.01465942,9.22376128,8.77510020
1.46000000,-6.95000000,2.06463487,9.22376128,8.77209623
1.46000000,-6.90000000,2.11460368,9.22376128,8.76907404
1.46000000,-6.85000000,2.16457593,9.22376128,8.76602591
1.46000000,-6.80000000,2.21456146,9.22376128,8.76294408
1.46000000,-6.75000000,2.26456102,9.22376128,8.75982481
1.46000000,-6.70000000,2.31456808,9.22376128,8.75667521
1.46000000,-6.65000000,2.36457647,9.22376128,8.75350395
1.46000000,-6.60000000,2.41458012,9.22376128,8.75031939
1.46000000,-6.55000000,2.46457804,9.22376128,8.74712142
1.46000000,-6.50000000,2.51457477,9.22376128,8.74390479
1.46000000,-6.45000000,2.56457499,9.22376128,8.74066498
1.46000000,-6.40000000,2.61458353,9.22376128,8.73739772
1.46000000,-6.35000000,2.66460373,9.22376128,8.73410437
1.46000000,-6.30000000,2.71462951,9.22376128,8.73078536
1.46000000,-6.25000000,2.76465298,9.22376128,8.72743971
1.46000000,-6.20000000,2.81466678,9.22376128,8.72406631
1.46000000,-6.15000000,2.86467365,9.22376128,8.72066310
1.46000000,-6.10000000,2.91467528,9.22376128,8.71723187
1.46000000,-6.05000000,2.96467095,9.22376128,8.71377546
1.46000000,-6.00000000,3.01465942,9.22376128,8.71029691
1.46000000,-5.95000000,3.06463487,9.22376128,8.70679941
1.46000000,-5.90000000,3.11460368,9.22376128,8.70327742
1.46000000,-5.85000000,3.16457593,9.22376128,8.69972333
1.46000000,-5.80000000,3.21456146,9.22376128,8.69612965
1.46000000,-5.75000000,3.26456102,9.22376128,8.69249398
1.46000000,-5.70000000,3.31456808,9.22376128,8.68882170
1.46000000,-5.65000000,3.36457647,9.22376128,8.68511882
1.46000000,-5.60000000,3.41458012,9.22376128,8.68139120
1.46000000,-5.55000000,3.46457804,9.22376128,8.67763949
1.46000000,-5.50000000,3.51457477,9.22376128,8.67385877
1.46000000,-5.45000000,3.56457499,9.22376128,8.67004399
1.46000000,-5.40000000,3.61458378,9.22376128,8.66619067
1.46000000,-5.35000000,3.66460726,9.22376128,8.66230297
1.46000000,-5.30000000,3.71463652,9.22376128,8.65837817
1.46000000,-5.25000000,3.76465897,9.22376128,8.65441009
1.46000000,-5.20000000,3.81466210,9.22376128,8.65039195
1.46000000,-5.15000000,3.86464166,9.22376128,8.64631338
1.46000000,-5.10000000,3.91460919,9.22376128,8.64218640
1.46000000,-5.05000000,3.96457798,9.22376128,8.63802885
1.46000000,-5.00000000,4.01456051,9.22376128,8.63385826
1.46000000,-4.95000000,4.06455296,9.22376128,8.62967865
1.46000000,-4.90000000,4.11455165,9.22376128,8.62547524
1.46000000,-4.85000000,4.16455659,9.22376128,8.62123199
1.46000000,-4.80000000,4.21456705,9.22375999,8.61693370
1.46000000,-4.75000000,4.26457464,9.22374036,8.61258343
1.46000000,-4.70000000,4.31458789,9.22370941,8.60818526
1.46000000,-4.65000000,4.36462092,9.22368311,8.60373941
1.46000000,-4.60000000,4.41468197,9.22367595,8.59924635
1.46000000,-4.55000000,4.46471059,9.22367416,8.59470886
1.46000000,-4.50000000,4.51476055,9.22367050,8.59012208
1.46000000,-4.45000000,4.56492717,9.22366542,8.58547852
1.46000000,-4.40000000,4.61528376,9.22365573,8.58077151
1.46000000,-4.35000000,4.66561695,9.22359005,8.57601104
1.46000000,-4.30000000,4.71609664,9.22346338,8.57118850
1.46000000,-4.25000000,4.76704776,9.22329004,8.56628587
1.46000000,-4.20000000,4.81873622,9.22307255,8.56128906
1.46000000,-4.15000000,4.87064871,9.22269748,8.55623999
1.46000000,-4.10000000,4.92322787,9.22213771,8.55109318
1.46000000,-4.05000000,4.97732326,9.22139142,8.54576623
1.51000000,-8.00000000,1.06457011,9.29440470,8.83781120
1.51000000,-7.95000000,1.11456498,9.29440470,8.83519964
1.51000000,-7.90000000,1.16456167,9.29440470,8.83257123
1.51000000,-7.85000000,1.21456114,9.29440470,8.82992340
1.51000000,-7.80000000,1.26456489,9.29440470,8.82725440
1.51000000,-7.75000000,1.31457092,9.29440470,8.82456696
1.51000000,-7.70000000,1.36457625,9.29440470,8.82186464
1.51000000,-7.65000000,1.41457792,9.29440470,8.81915110
1.51000000,-7.60000000,1.46457441,9.29440470,8.81642887
1.51000000,-7.55000000,1.51456894,9.29440470,8.81369308
1.51000000,-7.50000000,1.56456547,9.29440470,8.81093741
1.51000000,-7.45000000,1.61456799,9.29440470,8.80815567
1.51000000,-7.40000000,1.66457815,9.29440470,8.80534669
1.51000000,-7.35000000,1.71459200,9.29440470,8.80251454
1.51000000,-7.30000000,1.76460485,9.29440470,8.79966337
1.51000000,-7.25000000,1.81461227,9.29440470,8.79679690
1.51000000,-7.20000000,1.86461580,9.29440470,8.79391165
1.51000000,-7.15000000,1.91461657,9.29440470,8.79100838
1.51000000,-7.10000000,1.96461432,9.29440470,8.78809037
1.51000000,-7.05000000,2.01460852,9.29440470,8.78516119
1.51000000,-7.00000000,2.06459598,9.29440470,8.78222521
1.51000000,-6.95000000,2.11458010,9.29440470,8.77927586
1.51000000,-6.90000000,2.16456635,9.29440470,8.77630390
1.51000000,-6.85000000,2.21456011,9.29440470,8.77330040
1.51000000,-6.80000000,2.26456247,9.29440470,8.77026496
1.51000000,-6.75000000,2.31456920,9.29440470,8.76720233
1.51000000,-6.70000000,2.36457583,9.29440470,8.76411657
1.51000000,-6.65000000,2.41457792,9.29440470,8.76101137
1.51000000,-6.60000000,2.46457441,9.29440470,8.75788446
1.51000000,-6.55000000,2.51456894,9.29440470,8.75473527
1.51000000,-6.50000000,2.56456547,9.29440470,8.75156494
1.51000000,-6.45000000,2.61456799,9.29440470,8.74837471
1.51000000,-6.40000000,2.66457815,9.29440470,8.74516583
1.51000000,-6.35000000,2.71459200,9.29440470,8.74193582
1.51000000,-6.30000000,2.76460485,9.29440470,8.73868137
1.51000000,-6.25000000,2.81461227,9.29440470,8.73539934
1.51000000,-6.20000000,2.86461580,9.29440470,8.73208994
1.51000000,-6.15000000,2.91461657,9.29440470,8.72875404
1.51000000,-6.10000000,2.96461432,9.29440470,8.72539190
1.51000000,-6.05000000,3.01460852,9.29440470,8.72200394
1.51000000,-6.00000000,3.06459598,9.29440470,8.71859173
1.51000000,-5.95000000,3.11458010,9.29440470,8.71515271
1.51000000,-5.90000000,3.16456635,9.29440470,8.71168308
1.51000000,-5.85000000,3.21456011,9.29440470,8.70817891
1.51000000,-5.80000000,3.26456247,9.29440470,8.70463682
1.51000000,-5.75000000,3.31456920,9.29440470,8.70106123
1.51000000,-5.70000000,3.36457583,9.29440470,8.69745820
1.51000000,-5.65000000,3.41457792,9.29440470,8.69383362
1.51000000,-5.60000000,3.46457441,9.29440470,8.69018778
1.51000000,-5.55000000,3.51456894,9.29440470,8.68651625
1.51000000,-5.50000000,3.56456547,9.29440470,8.68281472
1.51000000,-5.45000000,3.61456810,9.29440470,8.67908004
1.51000000,-5.40000000,3.66457980,9.29440470,8.67532318
1.51000000,-5.35000000,3.71459529,9.29440470,8.67153434
1.51000000,-5.30000000,3.76460765,9.29440470,8.66769587
1.51000000,-5.25000000,3.81461008,9.29440470,8.66378935
1.51000000,-5.20000000,3.86460074,9.29440470,8.65979805
1.51000000,-5.15000000,3.91458543,9.29440470,8.65574577
1.51000000,-5.10000000,3.96457060,9.29440470,8.65166508
1.51000000,-5.05000000,4.01456229,9.29440470,8.64758733
1.51000000,-5.00000000,4.06455874,9.29440470,8.64351177
1.51000000,-4.95000000,4.11455809,9.29440470,8.63942036
1.51000000,-4.90000000,4.16456016,9.29440470,8.63529829
1.51000000,-4.85000000,4.21456432,9.29440417,8.63113196
1.51000000,-4.80000000,4.26456524,9.29439606,8.62692907
1.51000000,-4.75000000,4.31456843,9.29438327,8.62268896
1.51000000,-4.70000000,4.36458293,9.29437240,8.61840434
1.51000000,-4.65000000,4.41461414,9.29436968,8.61406826
1.51000000,-4.60000000,4.46462454,9.29437254,8.60968187
1.51000000,-4.55000000,4.51464724,9.29437679,8.60524618
1.51000000,-4.50000000,4.56474104,9.29437979,8.60076018
1.51000000,-4.45000000,4.61495019,9.29437705,8.59622321
1.51000000,-4.40000000,4.66513164,9.29434024,8.59164073
1.51000000,-4.35000000,4.71539997,9.29426756,8.58700574
1.51000000,-4.30000000,4.76597207,9.29416787,8.58230617
1.51000000,-4.25000000,4.81702084,9.29404436,8.57753262
1.51000000,-4.20000000,4.86814434,9.29383260,8.57271555
1.51000000,-4.15000000,4.91967571,9.29351328,8.56782437
1.51000000,-4.10000000,4.97225350,9.29308421,8.56280278
1.51000000,-4.05000000,5.02640534,9.29249204,8.55760500
1.56000000,-8.00000000,1.11456850,9.36988035,8.84472747
1.56000000,-7.95000000,1.16456485,9.36988035,8.84215769
1.56000000,-7.90000000,1.21456408,9.36988035,8.83956993
1.56000000,-7.85000000,1.26456704,9.36988035,8.83696323
